id,income
50280,27315.695182617746
50281,46048.280075869094
50282,40268.792598166117
50283,40877.448643896714
50284,39291.626918705457
50285,50871.897458274936
50286,61202.185077632814
50287,34271.41947141289
50288,34234.255938169714
50289,39302.304357391455
50290,63632.9992775213
50291,52101.515836907529
50292,38336.515466113458
50293,53656.09514344253
50294,56861.855888335587
50295,35983.942757029581
50296,34474.075515268036
50297,53613.708534231271
50298,43463.324054320852
50299,47061.003305298858
50300,39324.052694486614
50301,33605.807296936444
50302,41228.694756916695
50303,34356.837668697262
50304,34477.5262991143
50305,41266.759573221643
50306,54365.38448049243
50307,48319.659509236692
50308,41472.920346479048
50309,54417.404784585611
50310,39230.231794670915
50311,43527.748542378795
50312,43752.920484233691
50313,45715.404302621588
50314,62827.51504769289
50315,46834.648366088688
50316,42516.768678679742
50317,34480.313500791723
50318,34494.141421597145
50319,42003.740757828484
50320,39311.1999039013
50321,74320.714719349766
50322,34038.529063414593
50323,36770.630873816786
50324,49114.657867173955
50325,54622.578486151178
50326,39539.617191168472
50327,42247.158800884565
50328,53568.14241818271
50329,57134.6328892123
50330,36771.205549347265
50331,41570.137771118454
50332,40944.98014395131
50333,53622.378700377616
50334,29451.63162274041
50335,56549.925921763221
50336,53825.90651187097
50337,41251.956447345226
50338,39120.60299139061
50339,34271.41947141289
50340,51080.920067401457
50341,50354.817503669095
50342,35966.129335115365
50343,34418.192857733462
50344,31763.887881410716
50345,39291.85917797673
50346,34562.766632083767
50347,43694.88023264963
50348,48830.121788100812
50349,29451.63162274041
50350,59386.441738645561
50351,35951.8431328415
50352,41306.396935603356
50353,48860.333621882193
50354,48745.949474129084
50355,48805.912223062311
50356,53680.651799431325
50357,51819.763318580917
50358,46090.860552583981
50359,70144.6264407531
50360,46877.434163454454
50361,42017.970450485453
50362,41582.906622761308
50363,41957.132692614286
50364,30654.442875052489
50365,54318.83809763375
50366,61214.037580127711
50367,39293.4208936409
50368,39294.566301795865
50369,61101.208636150317
50370,68915.160787727451
50371,34713.94812250034
50372,53201.028544368462
50373,34012.309639520121
50374,46101.658287817772
50375,39304.208588067937
50376,39285.291363130891
50377,46120.414374264736
50378,46137.624710562239
50379,53826.988941258496
50380,53620.535916632834
50381,53634.742585653323
50382,41973.878334693291
50383,49093.141600435985
50384,46814.243060993904
50385,39236.2304288341
50386,46385.077540509781
50387,55266.376699754779
50388,36981.777095047975
50389,57561.917568234974
50390,39298.781074616949
50391,61211.827763526278
50392,39535.873457720947
50393,46779.607641216789
50394,49760.255003280326
50395,46848.588203754814
50396,29250.040556161679
50397,34462.636818898012
50398,53552.841261188572
50399,39294.206113945205
50400,29189.411774529006
50401,46753.491815595247
50402,61169.509411696046
50403,46845.048013195614
50404,36753.999129904732
50405,39281.673219553391
50406,33963.165137122043
50407,39153.801240001245
50408,61249.17446445363
50409,39306.923724134278
50410,56386.827287442349
50411,40832.004785616751
50412,34051.113662333104
50413,48363.936215245412
50414,46839.009353689755
50415,53530.080010647936
50416,74221.815836391339
50417,46078.074620731335
50418,42316.817088592055
50419,45974.313494592905
50420,58813.211428848823
50421,41910.4004160027
50422,53824.267582615379
50423,45990.375211145314
50424,50420.4092191776
50425,32683.387548228024
50426,40687.113443316572
50427,56340.645429432567
50428,34471.422355743045
50429,48354.546146023182
50430,34708.245928658318
50431,32089.996605961976
50432,39338.506768864121
50433,31689.863624731141
50434,39921.3766146336
50435,34494.312256180106
50436,37488.922495802784
50437,46093.338312927182
50438,46812.9520343371
50439,34468.220819944305
50440,53618.798613151317
50441,39555.399206509457
50442,53553.915893335165
50443,50438.418233752614
50444,53605.273534917113
50445,41556.495638024804
50446,34481.935401937342
50447,41998.676921868762
50448,36775.811702996209
50449,49117.819771134637
50450,53669.005437881089
50451,53191.857944047224
50452,56395.71356712978
50453,39276.573611112122
50454,48958.665962956467
50455,39407.071336266832
50456,46840.305097808079
50457,39396.746760940856
50458,29226.673655941762
50459,49603.493318830871
50460,39300.726779294462
50461,39266.785387517055
50462,56356.159519256813
50463,46595.806182660352
50464,48796.985415047959
50465,53827.031932051766
50466,33911.272873477894
50467,46814.47473064364
50468,39236.651232069955
50469,34472.175609782513
50470,49455.702536501653
50471,36724.137539975287
50472,46854.045430692859
50473,41237.10702195701
50474,49005.398420154153
50475,64076.736248640853
50476,46858.40372720133
50477,45284.848935591086
50478,39992.366036184656
50479,46130.047021384707
50480,52197.7052040481
50481,49009.707851547428
50482,34466.655773299091
50483,41932.587720714815
50484,39534.834044453273
50485,61300.014818711352
50486,30153.377257567543
50487,63823.5740257365
50488,39317.295284737273
50489,42075.2108483574
50490,41487.626084148338
50491,51952.670942843135
50492,43639.694305714489
50493,46309.828608430122
50494,41257.397626492362
50495,40966.7619794953
50496,39269.407830327815
50497,39538.9646864314
50498,61361.915901296969
50499,56543.48751898163
50500,40804.515540354281
50501,51486.920101351847
50502,39281.732787341614
50503,56542.8460804559
50504,48724.404045489435
50505,49710.4977415094
50506,57108.634222900262
50507,68670.808547907058
50508,53638.028683560216
50509,39285.361922501077
50510,37469.065909389159
50511,42260.7328165653
50512,56342.751164051144
50513,46152.003413508617
50514,41609.787198511534
50515,46870.438938484345
50516,40857.448869802436
50517,43496.953031261008
50518,53572.302799950354
50519,49319.207801364857
50520,34021.676371098089
50521,48572.708332906164
50522,46090.063103800014
50523,34585.528585050684
50524,61359.151736645574
50525,39516.27529910452
50526,43752.920484233691
50527,47817.191164621909
50528,39309.793143817056
50529,34462.686712738687
50530,42233.880864806
50531,46089.374994496262
50532,34067.723843726722
50533,40998.065948304458
50534,49331.710416028014
50535,39019.017005163514
50536,54374.186388198585
50537,34271.41947141289
50538,61365.639924268748
50539,39328.778484623486
50540,41290.244203920432
50541,46847.69378713538
50542,56529.387351164929
50543,52373.8975811139
50544,48756.009094666071
50545,41997.631224106059
50546,42014.399034139613
50547,46060.505553798816
50548,36657.16831275649
50549,53638.635174243282
50550,53634.327134237028
50551,34486.305031142954
50552,49859.164269756955
50553,34500.175696834383
50554,42042.3913508166
50555,56102.853805213737
50556,52448.112008756878
50557,31756.937182511556
50558,76386.902740929509
50559,49772.177710896365
50560,34491.274347995459
50561,41271.759091539963
50562,39529.923880015587
50563,41801.564943720456
50564,49013.152015589541
50565,31752.482066014978
50566,46097.337107888656
50567,48766.081860782615
50568,46737.969126561096
50569,42030.679493675736
50570,48804.710839772888
50571,46883.892648263289
50572,34020.839858822204
50573,48832.032847003029
50574,35994.74536959215
50575,34445.91884032837
50576,42345.361495026038
50577,39307.033019499475
50578,34490.88907724851
50579,45307.818771728817
50580,46795.421139207785
50581,34042.2443724025
50582,41302.054082020477
50583,41365.973536004443
50584,46055.831435629814
50585,46082.663483688317
50586,47901.1235225618
50587,54375.375751626569
50588,48371.659557720828
50589,39323.0067390552
50590,48520.151497817773
50591,31109.899797011665
50592,54316.158552199893
50593,41778.530414838926
50594,48316.663982855272
50595,61134.479198355395
50596,48565.708801300447
50597,32397.092747734529
50598,34031.629705153508
50599,40825.93060501352
50600,38830.646915379861
50601,47115.7169927942
50602,46174.72375937763
50603,34200.008138839017
50604,39313.202902802768
50605,39309.197438490104
50606,48783.2339086815
50607,39326.313535216992
50608,42244.221696402419
50609,42250.7038287099
50610,82607.150970104645
50611,54415.14769395702
50612,46827.659803880182
50613,41281.708650127424
50614,46745.2100377433
50615,48788.021885642047
50616,36735.687972792948
50617,31470.261381879158
50618,39162.823264107195
50619,43520.991562104471
50620,34271.41947141289
50621,42027.964372234535
50622,41345.811613811704
50623,48839.204731979633
50624,74311.436109328642
50625,48572.708332906164
50626,29249.037342790718
50627,42018.868656499639
50628,73628.8225347727
50629,42234.152617251144
50630,56087.494824273905
50631,39529.287768100279
50632,41618.428556074636
50633,46320.12815867013
50634,46786.876223088337
50635,48790.688324733732
50636,47060.604300712148
50637,81750.792612706457
50638,45996.161965282066
50639,36776.405602645558
50640,40842.52747053912
50641,42106.225456983761
50642,34472.255811443822
50643,54391.162130243451
50644,56346.36106772862
50645,59066.262985746631
50646,49040.616355075661
50647,43549.36949997241
50648,54609.247962874579
50649,46058.353928483288
50650,46972.622098125306
50651,49096.265402640922
50652,53903.828373135933
50653,37537.391593982669
50654,34477.272338831717
50655,26978.246172815081
50656,44511.922567355548
50657,42004.33596375132
50658,31473.283299503953
50659,39296.716843216891
50660,53825.713769410941
50661,53819.570796642547
50662,40587.298442816638
50663,68788.594097087771
50664,48825.1631208509
50665,39218.580587524346
50666,53664.030504646173
50667,42030.987953339049
50668,52042.068039663107
50669,39534.251918588183
50670,48781.574260167756
50671,55984.445907883506
50672,53183.948963376853
50673,56392.800120886823
50674,31689.352847869966
50675,48421.008298138127
50676,46088.605337658664
50677,34085.706327457607
50678,41998.345985842127
50679,48787.453074975543
50680,39310.941877993835
50681,61362.458336643991
50682,36743.523377712692
50683,46082.9630763486
50684,41042.5628605986
50685,56102.853805213737
50686,34215.959229095919
50687,34457.656455102493
50688,39274.419538707261
50689,41267.744763303766
50690,46113.664239651021
50691,39318.442450375878
50692,49554.465390788631
50693,47062.338823310274
50694,54342.274005742365
50695,56549.164736326842
50696,36008.09998032458
50697,74049.3808202025
50698,29183.511545858051
50699,54251.018922562856
50700,46295.975648503707
50701,34403.94211810561
50702,46074.647141834896
50703,55023.587720264768
50704,48860.316539104038
50705,34060.6382644139
50706,48346.809464560887
50707,34065.1639474765
50708,34495.958612688337
50709,51283.06595654125
50710,53829.0648917365
50711,39535.916055844784
50712,39240.446883080789
50713,29233.853222958613
50714,41242.846880238263
50715,48739.326079100123
50716,43495.513837510851
50717,32714.275231391919
50718,39300.556275982904
50719,34384.5158560786
50720,46739.900884350965
50721,46789.023883951348
50722,46861.838932736304
50723,39532.399254235228
50724,63589.166631414409
50725,61876.776514542835
50726,29451.63162274041
50727,46805.329415755594
50728,34431.894672191775
50729,32707.81266100402
50730,46797.629886362447
50731,67476.505811807117
50732,41347.832725389031
50733,48739.478657936794
50734,40935.045784861722
50735,42010.800613407751
50736,29451.63162274041
50737,54389.463362090522
50738,46101.28496181735
50739,43542.70191663388
50740,34505.769520071248
50741,48782.477293125063
50742,40164.596233767777
50743,39065.623322259169
50744,67201.49337189339
50745,46924.438557525878
50746,46871.203288716824
50747,46868.600648576736
50748,34489.005048863255
50749,49525.7848659546
50750,25720.128277165404
50751,40721.973249984308
50752,53690.325207425696
50753,29135.883004371102
50754,49522.574707787826
50755,29216.203915259575
50756,46078.034148087791
50757,42245.42989494482
50758,55972.169389316507
50759,41488.898413938834
50760,41299.181714785496
50761,68953.5327543085
50762,34472.76871260428
50763,56538.311859037487
50764,54404.495097809922
50765,46803.500814503612
50766,36546.590996585852
50767,46845.053508125995
50768,34479.652394495424
50769,34476.63484153727
50770,39190.342025994527
50771,32019.912805782733
50772,46813.070715488022
50773,39299.628247351749
50774,39529.330987650057
50775,56504.826936831836
50776,34395.871237905172
50777,46816.00899510461
50778,41240.086378657928
50779,39247.078479404896
50780,54593.350331233
50781,54352.891041623523
50782,34271.41947141289
50783,34487.228089225522
50784,47001.830128757611
50785,34466.689710820647
50786,34484.543842871251
50787,34472.365916973074
50788,43522.40531940775
50789,49763.875316328173
50790,48771.962160635034
50791,41542.362643294851
50792,34705.845957253012
50793,42028.470977133511
50794,41261.724319361238
50795,59608.305774069086
50796,33763.671773528884
50797,44293.028996545392
50798,53644.456738283225
50799,66640.134657196482
50800,54512.058538723744
50801,48770.768098359556
50802,48375.211080087167
50803,29200.735257754703
50804,42032.62017317627
50805,57314.918105929632
50806,62128.524407244084
50807,48703.744383720987
50808,47961.965137392544
50809,41984.321526697677
50810,48780.261327501721
50811,39750.432709812492
50812,56323.091843116214
50813,68890.680277846492
50814,37999.319805339968
50815,46847.814286058485
50816,38579.2506233215
50817,53616.312836203833
50818,36764.104098249016
50819,31755.444578243703
50820,48258.316251892451
50821,46790.171710591065
50822,34452.90069634228
50823,45145.714774830456
50824,81746.208677890856
50825,41261.624687531323
50826,46063.45407229416
50827,41479.537482000407
50828,34723.798736660654
50829,61080.74506855815
50830,41999.231216172258
50831,34015.271230052407
50832,35951.175303630582
50833,39444.402086073555
50834,29205.120924189559
50835,52783.225410927676
50836,39307.13422677607
50837,34208.554913122622
50838,49688.383112085678
50839,48541.431517841433
50840,35999.227986986509
50841,68882.7941165583
50842,34091.389549311672
50843,34462.251723452457
50844,42014.950208587936
50845,54453.840874677211
50846,48776.451461535551
50847,37604.253148908312
50848,39545.306362490621
50849,26562.607153848774
50850,39533.710018884383
50851,81497.949279284861
50852,34483.421118436883
50853,44511.922567355548
50854,48747.233676370641
50855,51010.193488337245
50856,49013.790585581235
50857,46055.575337654285
50858,41542.769794733067
50859,48744.693193461513
50860,56102.853805213737
50861,33386.575866191532
50862,46153.774105716911
50863,46752.710800049485
50864,41801.564943720456
50865,55932.238355587971
50866,46094.64164557842
50867,41801.564943720456
50868,65503.388815062906
50869,42236.182778296825
50870,42236.974463923354
50871,34705.97713311181
50872,51202.219141936192
50873,34300.433431558777
50874,34427.405877945625
50875,47725.40617168395
50876,50804.797515352504
50877,56320.770752101467
50878,40819.007146415643
50879,39281.548438063255
50880,47958.09383611894
50881,39247.6716022659
50882,29193.241241507221
50883,39316.784387535816
50884,34709.3596135448
50885,34471.651834174692
50886,46785.002039824096
50887,51133.113216534854
50888,44511.922567355548
50889,39312.268428611846
50890,49008.280628731482
50891,34403.461987940114
50892,48822.950888139814
50893,54616.791904468679
50894,49130.557027189607
50895,34707.247722217537
50896,39365.660459109953
50897,34458.026941682343
50898,26496.272734710928
50899,48862.556556474934
50900,48842.276178886954
50901,58156.040877209132
50902,46090.843725131126
50903,39300.45574367603
50904,38189.58065789409
50905,46300.803891529853
50906,46096.679738697028
50907,53561.482151323769
50908,39015.8824293116
50909,46825.6275756159
50910,56531.541092818952
50911,48350.779425480869
50912,61110.230751589886
50913,46858.343631966425
50914,46282.462258523919
50915,61177.042026804069
50916,46841.153014534553
50917,48840.116613565915
50918,48818.08463880467
50919,81746.7458742818
50920,53642.574663416359
50921,43902.309596572675
50922,39297.081309195186
50923,44779.290963447173
50924,41973.712279955442
50925,49561.15283749978
50926,46069.0694859079
50927,55866.274330650856
50928,31742.397121997437
50929,46837.366982032552
50930,53626.152625786737
50931,42000.503097927234
50932,46026.186847537807
50933,61410.974426583096
50934,34212.747735793062
50935,51283.06595654125
50936,45773.775124809959
50937,46863.153919850993
50938,34470.897300414952
50939,41308.062877499462
50940,46852.031043777039
50941,47074.750184198696
50942,46079.814124796983
50943,38960.426559198866
50944,42009.860907732043
50945,54366.213360566857
50946,57095.941454138105
50947,40879.590665071359
50948,34007.91767149607
50949,29213.324056447334
50950,48346.939684305951
50951,48753.695549592077
50952,46808.3369977159
50953,42011.876722843524
50954,34314.265235083949
50955,67238.904000961193
50956,46849.709424136279
50957,51283.06595654125
50958,34452.645854261427
50959,53829.523063819412
50960,29184.854949863766
50961,39303.348458601213
50962,49149.869119259631
50963,41595.365120414528
50964,45987.86059498824
50965,33282.240652981287
50966,34143.572117031268
50967,39327.404607594566
50968,34481.040546330063
50969,49011.976246454229
50970,33573.118315572829
50971,41183.799057378441
50972,47058.914049027662
50973,51283.06595654125
50974,48805.870863003489
50975,33962.9265352054
50976,48341.662691014892
50977,55227.953072552074
50978,41306.730728936229
50979,53644.729653791488
50980,61355.307366658679
50981,48774.8776990073
50982,41004.846096834517
50983,29165.141104079325
50984,34468.29812243209
50985,36222.775011926125
50986,53857.9611382081
50987,66771.563244429519
50988,43416.522059797106
50989,45295.068448847007
50990,42032.583909669956
50991,54386.838593412947
50992,29204.700100167662
50993,46373.917061512235
50994,30673.546734283216
50995,46023.606086297666
50996,64069.631518237584
50997,49173.90680678311
50998,67437.932572513659
50999,39270.234213115109
51000,44340.597943566449
51001,46089.284773427557
51002,34487.283594035856
51003,34498.675952885111
51004,47219.395321707161
51005,39285.669084816247
51006,46057.427796979333
51007,49769.4596927259
51008,55511.083122626362
51009,48796.71942615509
51010,65843.761419541654
51011,39309.76311035236
51012,55891.087560267682
51013,46843.303958232616
51014,50672.769474532848
51015,53568.521501509662
51016,48791.697688985885
51017,56102.853805213737
51018,39304.726553180786
51019,38587.300251870627
51020,42027.188374550809
51021,46223.000809266472
51022,34512.513559310566
51023,41267.537074255495
51024,51066.38116170001
51025,62122.522598154654
51026,46819.6520831407
51027,53688.858373327988
51028,53672.050489992638
51029,41272.095269826583
51030,47057.36323044719
51031,43937.181661016795
51032,50383.819167689093
51033,45894.194405708433
51034,46125.711635022548
51035,48360.335924076433
51036,43516.0487185964
51037,35959.848360402451
51038,54589.296274324995
51039,39313.725005977343
51040,53615.729478535904
51041,51283.06595654125
51042,46777.465260687743
51043,34466.222973466851
51044,57169.046356114122
51045,44299.881660183273
51046,31767.656984804576
51047,56332.761430670631
51048,68749.3938144572
51049,36074.481285611306
51050,39321.419019719557
51051,51073.655520671688
51052,53569.27143992341
51053,53632.814191562786
51054,41982.7471062248
51055,47059.731299835104
51056,39013.469518611309
51057,48807.683692632243
51058,56257.685650186977
51059,41366.574518624038
51060,34054.0092744289
51061,48596.085282472355
51062,56329.098315190378
51063,40824.614134875876
51064,41257.582571063635
51065,53631.6599346716
51066,53611.518825304578
51067,47911.0824291499
51068,55795.611153606376
51069,43292.754393515592
51070,53760.146223992888
51071,53826.691109944048
51072,46091.310754943639
51073,42016.877494091874
51074,54403.996416481416
51075,43610.747845548067
51076,53383.293606184619
51077,41333.334268679064
51078,46012.8441353409
51079,40791.133620861292
51080,39520.298292217922
51081,41994.665680840088
51082,57400.846542394072
51083,45138.381637774146
51084,54419.050960319328
51085,46300.861618057846
51086,43524.065233722045
51087,49029.63434185143
51088,42223.554202284948
51089,34271.41947141289
51090,48343.220332415272
51091,43514.963997743944
51092,56173.392699468655
51093,41801.564943720456
51094,34455.080600539113
51095,42014.435965520031
51096,46840.647194692967
51097,37414.362106350432
51098,53135.969655160341
51099,29451.63162274041
51100,32837.647336237431
51101,48812.306746698145
51102,42260.728626140713
51103,48804.758671033858
51104,46655.976998773607
51105,46111.719825110151
51106,42239.2965133011
51107,53677.633310465681
51108,61109.822691639434
51109,32001.094339944117
51110,38913.265463155971
51111,39322.494776512882
51112,41991.982262492515
51113,34503.399856260119
51114,34026.300003968507
51115,44511.922567355548
51116,53742.22076202264
51117,45982.490534945151
51118,41285.230970707606
51119,44356.689999330694
51120,36090.646188522827
51121,46895.1401141891
51122,39529.760208144617
51123,61364.2315773164
51124,34460.380890475208
51125,57086.094413492487
51126,67285.982181935338
51127,61459.302238886907
51128,54400.855933351435
51129,53840.446976209263
51130,29234.428178166243
51131,39307.970774774207
51132,53741.312844673972
51133,35972.926116396033
51134,53831.150619725646
51135,48572.708332906164
51136,41072.579229993687
51137,48839.612333076751
51138,61168.18461267923
51139,53669.218104095242
51140,68230.445628072615
51141,40489.019359070524
51142,41552.686403789121
51143,46076.763146865793
51144,39294.469300446952
51145,34461.736545330983
51146,46819.372655045627
51147,41490.398201823533
51148,40963.185715869877
51149,36012.163299936961
51150,62156.330763073172
51151,53611.155184139992
51152,39274.880016673967
51153,29203.942130729167
51154,34023.314089373
51155,49017.289243335254
51156,46810.30547298045
51157,46125.0331426357
51158,48536.212936829674
51159,43852.192011541054
51160,41801.564943720456
51161,39310.888516736632
51162,53622.601086795541
51163,44511.922567355548
51164,53631.484204842593
51165,33493.658433032862
51166,44546.722957219376
51167,39305.97523974142
51168,42042.845855526088
51169,42201.74397237775
51170,34026.370097294304
51171,48379.639202934508
51172,36749.090954010942
51173,46718.3679380524
51174,52136.556700269
51175,50709.262737047888
51176,57106.261346630214
51177,41973.553383091064
51178,41159.966784331336
51179,47780.699667044129
51180,46797.391190387949
51181,41485.30481127229
51182,34016.470979744729
51183,36981.777095047975
51184,43752.920484233691
51185,34383.966836214073
51186,51093.556101217793
51187,48787.132630236745
51188,49565.194100549154
51189,48793.826284501076
51190,41480.546543482647
51191,46082.755032302841
51192,48292.431973916136
51193,54589.640014511082
51194,47932.090213401
51195,39299.549356047683
51196,54257.732447008944
51197,47908.88406639242
51198,41238.54494338153
51199,61237.936603010385
51200,36011.784246482828
51201,55759.880932441833
51202,48775.188371668868
51203,54588.508027019365
51204,41623.729854453268
51205,53610.3669164801
51206,43752.920484233691
51207,36677.467726624025
51208,61362.017422146811
51209,48733.694345035037
51210,40819.038714133487
51211,36755.411455651229
51212,40832.556742671259
51213,46821.402340826775
51214,48844.071861909906
51215,41330.611753978214
51216,41243.855338234323
51217,42237.605020515664
51218,42050.238196951526
51219,34522.206654956113
51220,36724.538554034334
51221,41470.263820127569
51222,46601.9269404487
51223,46847.75692102671
51224,61169.181820635516
51225,56545.356891682139
51226,51963.488845445041
51227,52629.524509556868
51228,54588.190115747326
51229,46320.056584495163
51230,48367.231043002575
51231,49554.275462251448
51232,33896.672355811337
51233,52838.886851061587
51234,34497.005432833786
51235,39478.656471579088
51236,41241.949255800682
51237,51283.06595654125
51238,46062.4849635843
51239,49154.307466281447
51240,29451.63162274041
51241,33954.472950346244
51242,61363.944735852587
51243,46122.518193075506
51244,42086.099477929522
51245,52777.046499638382
51246,44511.922567355548
51247,37224.789976934786
51248,56102.853805213737
51249,68703.197351255163
51250,41221.050820380144
51251,33378.79141342589
51252,41305.203979119331
51253,39291.31924896776
51254,64071.535099145789
51255,42001.827417346612
51256,46820.645784467692
51257,48730.637203295038
51258,39145.84167539452
51259,51651.713541689263
51260,60115.018549671906
51261,33952.629076549536
51262,34482.519535715277
51263,35993.244013761934
51264,34714.845676375582
51265,48801.173266527388
51266,47801.131166233623
51267,40698.491412513504
51268,39353.456792617952
51269,51784.19789544613
51270,34478.264996759368
51271,48760.385835742651
51272,41267.008295176958
